C601,C602,C006,R006-0301,R006-0302,R006-0303,R006-0304,R006-0305,R006-0306,R006-0307
2024,P10,33,NA,NA,807058,NA,402940,NA,NA
2024,P10,55,NA,NA,5770886,NA,1756349,NA,NA
2024,P10,56,NA,NA,1731584,NA,771840,NA,NA
2024,P10,81,NA,NA,418226,NA,274264,NA,NA
2024,P10,220,NA,NA,20,NA,4317,NA,NA
2024,P10,221,NA,NA,210084,NA,88079,NA,NA
2024,P10,222,NA,NA,344687,NA,111601,NA,NA
2024,P10,223,NA,NA,1559,NA,908,NA,NA
2024,P10,224,NA,NA,166,NA,110,NA,NA
2024,P10,225,NA,NA,6680,NA,3078,NA,NA
2024,P10,226,NA,NA,435,NA,221,NA,NA
2024,P10,227,NA,NA,4886,NA,2401,NA,NA
2024,P10,228,NA,NA,148136,NA,51485,NA,NA
2024,P10,229,NA,NA,234364,NA,85606,NA,NA
2024,P10,231,NA,NA,8701,NA,3651,NA,NA
2024,P10,232,NA,NA,10317,NA,4291,NA,NA
2024,P10,233,NA,NA,20,NA,56,NA,NA
2024,P10,235,NA,NA,320,NA,228,NA,NA
2024,P10,236,NA,NA,11,NA,19,NA,NA
2024,P10,237,NA,NA,22913,NA,6629,NA,NA
2024,P10,238,NA,NA,38822,NA,17139,NA,NA
2024,P10,241,NA,NA,33738,NA,14396,NA,NA
2024,P10,243,NA,NA,3671,NA,2374,NA,NA
2024,P10,244,NA,NA,15934,NA,7817,NA,NA
2024,P10,245,NA,NA,461,NA,241,NA,NA
2024,P10,246,NA,NA,50879,NA,22379,NA,NA
2024,P10,247,NA,NA,8775,NA,3869,NA,NA
2024,P10,248,NA,NA,16399,NA,7524,NA,NA
2024,P10,249,NA,NA,1656,NA,760,NA,NA
2024,P10,271,NA,NA,73727,NA,27453,NA,NA
2024,P10,272,NA,NA,73996,NA,29448,NA,NA
2024,P10,273,NA,NA,1682,NA,983,NA,NA
2024,P10,274,NA,NA,2822,NA,1249,NA,NA
2024,P10,275,NA,NA,2,NA,12,NA,NA
2024,P10,276,NA,NA,550,NA,373,NA,NA
2024,P10,278,NA,NA,1378,NA,763,NA,NA
2024,P10,279,NA,NA,283,NA,188,NA,NA
2024,P10,281,NA,NA,375,NA,215,NA,NA
2024,P10,282,NA,NA,1636,NA,790,NA,NA
2024,P10,283,NA,NA,0,NA,50,NA,NA
2024,P10,284,NA,NA,197,NA,170,NA,NA
2024,P10,285,NA,NA,1304,NA,783,NA,NA
2024,P10,287,NA,NA,7322,NA,3622,NA,NA
2024,P10,288,NA,NA,2997,NA,1474,NA,NA
2024,P10,294,NA,NA,2292,NA,1081,NA,NA
2024,P10,296,NA,NA,1994,NA,945,NA,NA
2024,P10,297,NA,NA,550,NA,364,NA,NA
2024,P10,311,NA,NA,34743,NA,19722,NA,NA
2024,P10,312,NA,NA,38661,NA,26049,NA,NA
2024,P10,313,NA,NA,4561,NA,4001,NA,NA
2024,P10,314,NA,NA,25757,NA,15568,NA,NA
2024,P10,315,NA,NA,1700,NA,1092,NA,NA
2024,P10,317,NA,NA,265,NA,247,NA,NA
2024,P10,319,NA,NA,259,NA,259,NA,NA
2024,P10,321,NA,NA,6,NA,4,NA,NA
2024,P10,322,NA,NA,43305,NA,25608,NA,NA
2024,P10,323,NA,NA,684,NA,560,NA,NA
2024,P10,324,NA,NA,203,NA,149,NA,NA
2024,P10,325,NA,NA,222,NA,153,NA,NA
2024,P10,327,NA,NA,208,NA,183,NA,NA
2024,P10,341,NA,NA,11728,NA,6986,NA,NA
2024,P10,342,NA,NA,183,NA,156,NA,NA
2024,P10,343,NA,NA,0,NA,4,NA,NA
2024,P10,344,NA,NA,0,NA,1,NA,NA
2024,P10,346,NA,NA,10,NA,5,NA,NA
2024,P10,347,NA,NA,206,NA,178,NA,NA
2024,P10,348,NA,NA,13572,NA,7671,NA,NA
2024,P10,351,NA,NA,12403,NA,8810,NA,NA
2024,P10,352,NA,NA,8005,NA,5042,NA,NA
2024,P10,353,NA,NA,2513,NA,1986,NA,NA
2024,P10,354,NA,NA,1300,NA,897,NA,NA
2024,P10,356,NA,NA,1,NA,4,NA,NA
2024,P10,358,NA,NA,23,NA,16,NA,NA
2024,P10,373,NA,NA,430,NA,164,NA,NA
2024,P10,374,NA,NA,743,NA,439,NA,NA
2024,P10,375,NA,NA,1269,NA,1202,NA,NA
2024,P10,376,NA,NA,55,NA,46,NA,NA
2024,P10,378,NA,NA,9060,NA,5939,NA,NA
2024,P10,384,NA,NA,354,NA,244,NA,NA
2024,P10,386,NA,NA,72,NA,98,NA,NA
2024,P10,387,NA,NA,0,NA,2,NA,NA
2024,P10,388,NA,NA,12,NA,11,NA,NA
2024,P10,389,NA,NA,77,NA,77,NA,NA
2024,P10,391,NA,NA,154,NA,136,NA,NA
2024,P10,392,NA,NA,5835,NA,3363,NA,NA
2024,P10,393,NA,NA,2089,NA,1645,NA,NA
2024,P10,395,NA,NA,1044,NA,1409,NA,NA
2024,P10,411,NA,NA,4955,NA,2858,NA,NA
2024,P10,412,NA,NA,1910,NA,936,NA,NA
2024,P10,413,NA,NA,931,NA,563,NA,NA
2024,P10,414,NA,NA,2787,NA,1799,NA,NA
2024,P10,415,NA,NA,23626,NA,11678,NA,NA
2024,P10,417,NA,NA,1560,NA,899,NA,NA
2024,P10,418,NA,NA,13555,NA,6243,NA,NA
2024,P10,419,NA,NA,1729,NA,928,NA,NA
2024,P10,421,NA,NA,24,NA,38,NA,NA
2024,P10,425,NA,NA,619,NA,536,NA,NA
2024,P10,427,NA,NA,27231,NA,14084,NA,NA
2024,P10,428,NA,NA,727,NA,404,NA,NA
2024,P10,429,NA,NA,1718,NA,913,NA,NA
2024,P10,431,NA,NA,211,NA,221,NA,NA
2024,P10,432,NA,NA,481,NA,369,NA,NA
2024,P10,433,NA,NA,140,NA,142,NA,NA
2024,P10,434,NA,NA,2910,NA,2485,NA,NA
2024,P10,435,NA,NA,0,NA,5,NA,NA
2024,P10,436,NA,NA,337,NA,262,NA,NA
2024,P10,437,NA,NA,0,NA,8,NA,NA
2024,P10,438,NA,NA,4,NA,4,NA,NA
2024,P10,440,NA,NA,856,NA,772,NA,NA
2024,P10,441,NA,NA,2173,NA,1413,NA,NA
2024,P10,442,NA,NA,274019,NA,109070,NA,NA
2024,P10,443,NA,NA,78215,NA,46980,NA,NA
2024,P10,444,NA,NA,208748,NA,96994,NA,NA
2024,P10,445,NA,NA,1946,NA,790,NA,NA
2024,P10,446,NA,NA,19056,NA,16171,NA,NA
2024,P10,447,NA,NA,400,NA,324,NA,NA
2024,P10,448,NA,NA,4946,NA,4848,NA,NA
2024,P10,449,NA,NA,141658,NA,79682,NA,NA
2024,P10,451,NA,NA,0,NA,1,NA,NA
2024,P10,452,NA,NA,18033,NA,12062,NA,NA
2024,P10,453,NA,NA,2253,NA,1482,NA,NA
2024,P10,454,NA,NA,0,NA,1,NA,NA
2024,P10,456,NA,NA,5186,NA,2552,NA,NA
2024,P10,457,NA,NA,4,NA,16,NA,NA
2024,P10,458,NA,NA,723,NA,569,NA,NA
2024,P10,459,NA,NA,0,NA,13,NA,NA
2024,P10,461,NA,NA,89824,NA,35859,NA,NA
2024,P10,462,NA,NA,88425,NA,38705,NA,NA
2024,P10,463,NA,NA,0,NA,4,NA,NA
2024,P10,464,NA,NA,43790,NA,20428,NA,NA
2024,P10,465,NA,NA,2273,NA,1859,NA,NA
2024,P10,466,NA,NA,1048,NA,556,NA,NA
2024,P10,467,NA,NA,0,NA,6,NA,NA
2024,P10,468,NA,NA,1950,NA,921,NA,NA
2024,P10,469,NA,NA,2426,NA,1215,NA,NA
2024,P10,472,NA,NA,21750,NA,11197,NA,NA
2024,P10,473,NA,NA,53872,NA,26354,NA,NA
2024,P10,474,NA,NA,9567,NA,5680,NA,NA
2024,P10,475,NA,NA,257,NA,187,NA,NA
2024,P10,476,NA,NA,25221,NA,13169,NA,NA
2024,P10,477,NA,NA,374299,NA,148504,NA,NA
2024,P10,478,NA,NA,1067,NA,738,NA,NA
2024,P10,479,NA,NA,12489,NA,10527,NA,NA
2024,P10,481,NA,NA,2979,NA,2219,NA,NA
2024,P10,482,NA,NA,0,NA,2,NA,NA
2024,P10,483,NA,NA,84,NA,107,NA,NA
2024,P10,485,NA,NA,240,NA,211,NA,NA
2024,P10,486,NA,NA,9,NA,16,NA,NA
2024,P10,487,NA,NA,1597,NA,1187,NA,NA
2024,P10,488,NA,NA,1072,NA,1088,NA,NA
2024,P10,489,NA,NA,193,NA,186,NA,NA
2024,P10,492,NA,NA,43742,NA,26605,NA,NA
2024,P10,493,NA,NA,9292,NA,7169,NA,NA
2024,P10,494,NA,NA,1299,NA,888,NA,NA
2024,P10,495,NA,NA,1566,NA,1082,NA,NA
2024,P10,496,NA,NA,243,NA,173,NA,NA
2024,P10,498,NA,NA,520,NA,384,NA,NA
2024,P10,499,NA,NA,0,NA,4,NA,NA
2024,P10,591,NA,NA,0,NA,5,NA,NA
2024,P10,594,NA,NA,2,NA,1,NA,NA
2024,P10,595,NA,NA,1568,NA,834,NA,NA
2024,P10,596,NA,NA,0,NA,1,NA,NA
2024,P10,597,NA,NA,2,NA,7,NA,NA
2024,P10,612,NA,NA,7486,NA,7258,NA,NA
2024,P10,613,NA,NA,58,NA,140,NA,NA
2024,P10,614,NA,NA,55652,NA,34118,NA,NA
2024,P10,615,NA,NA,0,NA,18,NA,NA
2024,P10,616,NA,NA,12,NA,17,NA,NA
2024,P10,618,NA,NA,21845,NA,13886,NA,NA
2024,P10,622,NA,NA,10459,NA,8315,NA,NA
2024,P10,623,NA,NA,7,NA,8,NA,NA
2024,P10,624,NA,NA,10726,NA,7112,NA,NA
2024,P10,625,NA,NA,3640,NA,2394,NA,NA
2024,P10,626,NA,NA,5,NA,3,NA,NA
2024,P10,627,NA,NA,641,NA,363,NA,NA
2024,P10,629,NA,NA,242,NA,209,NA,NA
2024,P10,631,NA,NA,11510,NA,9437,NA,NA
2024,P10,632,NA,NA,361,NA,498,NA,NA
2024,P10,633,NA,NA,2,NA,14,NA,NA
2024,P10,634,NA,NA,0,NA,9,NA,NA
2024,P10,635,NA,NA,8,NA,9,NA,NA
2024,P10,636,NA,NA,83,NA,94,NA,NA
2024,P10,637,NA,NA,3,NA,12,NA,NA
2024,P10,638,NA,NA,162,NA,180,NA,NA
2024,P10,639,NA,NA,4020,NA,3196,NA,NA
2024,P10,641,NA,NA,40,NA,80,NA,NA
2024,P10,642,NA,NA,6437,NA,5756,NA,NA
2024,P10,644,NA,NA,14270,NA,12795,NA,NA
2024,P10,645,NA,NA,6,NA,8,NA,NA
2024,P10,646,NA,NA,33012,NA,22129,NA,NA
2024,P10,647,NA,NA,381,NA,500,NA,NA
2024,P10,648,NA,NA,2275,NA,1418,NA,NA
2024,P10,649,NA,NA,2,NA,13,NA,NA
2024,P10,651,NA,NA,1,NA,2,NA,NA
2024,P10,652,NA,NA,1,NA,0,NA,NA
2024,P10,653,NA,NA,6380,NA,4892,NA,NA
2024,P10,656,NA,NA,99928,NA,56608,NA,NA
2024,P10,657,NA,NA,277,NA,280,NA,NA
2024,P10,661,NA,NA,2866,NA,2315,NA,NA
2024,P10,662,NA,NA,33029,NA,25497,NA,NA
2024,P10,663,NA,NA,54158,NA,38469,NA,NA
2024,P10,664,NA,NA,123026,NA,65787,NA,NA
2024,P10,665,NA,NA,5544,NA,3368,NA,NA
2024,P10,667,NA,NA,20821,NA,17610,NA,NA
2024,P10,668,NA,NA,12627,NA,10428,NA,NA
2024,P10,669,NA,NA,16052,NA,12402,NA,NA
2024,P10,671,NA,NA,204,NA,150,NA,NA
2024,P10,672,NA,NA,176,NA,197,NA,NA
2024,P10,673,NA,NA,1054,NA,859,NA,NA
2024,P10,674,NA,NA,0,NA,4,NA,NA
2024,P10,675,NA,NA,51,NA,86,NA,NA
2024,P10,676,NA,NA,128,NA,117,NA,NA
2024,P10,677,NA,NA,6,NA,22,NA,NA
2024,P10,686,NA,NA,63833,NA,40401,NA,NA
2024,P10,687,NA,NA,5617,NA,5070,NA,NA
2024,P10,694,NA,NA,135,NA,158,NA,NA
2024,P10,695,NA,NA,136,NA,115,NA,NA
2024,P10,696,NA,NA,63,NA,84,NA,NA
2024,P10,697,NA,NA,44,NA,97,NA,NA
2024,P10,698,NA,NA,144,NA,228,NA,NA
2024,P10,711,NA,NA,0,NA,36,NA,NA
2024,P10,712,NA,NA,35303,NA,15056,NA,NA
2024,P10,713,NA,NA,8542,NA,3815,NA,NA
2024,P10,714,NA,NA,183,NA,112,NA,NA
2024,P10,715,NA,NA,991,NA,655,NA,NA
2024,P10,718,NA,NA,0,NA,1,NA,NA
2024,P10,720,NA,NA,0,NA,1707,NA,NA
2024,P10,721,NA,NA,65,NA,21,NA,NA
2024,P10,722,NA,NA,403095,NA,139537,NA,NA
2024,P10,724,NA,NA,0,NA,1,NA,NA
2024,P10,725,NA,NA,0,NA,1,NA,NA
2024,P10,726,NA,NA,3993,NA,2561,NA,NA
2024,P10,727,NA,NA,0,NA,7,NA,NA
2024,P10,728,NA,NA,2,NA,7,NA,NA
2024,P10,729,NA,NA,184442,NA,91862,NA,NA
2024,P10,732,NA,NA,186,NA,228,NA,NA
2024,P10,733,NA,NA,5729,NA,2026,NA,NA
2024,P10,734,NA,NA,4765,NA,2546,NA,NA
2024,P10,735,NA,NA,57721,NA,23632,NA,NA
2024,P10,736,NA,NA,2,NA,5,NA,NA
2024,P10,739,NA,NA,67,NA,24,NA,NA
2024,P10,741,NA,NA,2,NA,16,NA,NA
2024,P10,742,NA,NA,117,NA,126,NA,NA
2024,P10,744,NA,NA,73285,NA,29209,NA,NA
2024,P10,745,NA,NA,20,NA,27,NA,NA
2024,P10,746,NA,NA,320,NA,228,NA,NA
2024,P10,747,NA,NA,14120,NA,5699,NA,NA
2024,P10,748,NA,NA,140,NA,74,NA,NA
2024,P10,749,NA,NA,280,NA,186,NA,NA
2024,P10,751,NA,NA,0,NA,3,NA,NA
2024,P10,753,NA,NA,2094,NA,1549,NA,NA
2024,P10,754,NA,NA,255,NA,137,NA,NA
2024,P10,755,NA,NA,5691,NA,2697,NA,NA
2024,P10,756,NA,NA,154,NA,99,NA,NA
2024,P10,757,NA,NA,137,NA,94,NA,NA
2024,P10,758,NA,NA,0,NA,1,NA,NA
2024,P10,759,NA,NA,153,NA,82,NA,NA
2024,P10,761,NA,NA,8,NA,7,NA,NA
2024,P10,762,NA,NA,3419,NA,2234,NA,NA
2024,P10,764,NA,NA,223,NA,159,NA,NA
2024,P10,765,NA,NA,203,NA,172,NA,NA
2024,P10,766,NA,NA,1117,NA,442,NA,NA
2024,P10,767,NA,NA,134,NA,134,NA,NA
2024,P10,768,NA,NA,20,NA,27,NA,NA
2024,P10,771,NA,NA,161297,NA,60694,NA,NA
2024,P10,772,NA,NA,3591,NA,1801,NA,NA
2024,P10,773,NA,NA,23949,NA,9678,NA,NA
2024,P10,775,NA,NA,50374,NA,20262,NA,NA
2024,P10,776,NA,NA,2834,NA,1110,NA,NA
2024,P10,777,NA,NA,318175,NA,122602,NA,NA
2024,P10,779,NA,NA,5008,NA,2674,NA,NA
2024,P10,781,NA,NA,85,NA,77,NA,NA
2024,P10,782,NA,NA,31648,NA,11783,NA,NA
2024,P10,783,NA,NA,8615,NA,3849,NA,NA
2024,P10,784,NA,NA,2272,NA,885,NA,NA
2024,P10,785,NA,NA,194,NA,212,NA,NA
2024,P10,786,NA,NA,319,NA,236,NA,NA
2024,P10,789,NA,NA,22,NA,18,NA,NA
2024,P10,791,NA,NA,480,NA,181,NA,NA
2024,P10,797,NA,NA,593,NA,373,NA,NA
2024,P10,821,NA,NA,1404,NA,1632,NA,NA
2024,P10,824,NA,NA,377,NA,313,NA,NA
2024,P10,825,NA,NA,41,NA,45,NA,NA
2024,P10,826,NA,NA,3998,NA,3575,NA,NA
2024,P10,828,NA,NA,1253,NA,1003,NA,NA
2024,P10,829,NA,NA,0,NA,1,NA,NA
2024,P10,831,NA,NA,416,NA,419,NA,NA
2024,P10,832,NA,NA,0,NA,4,NA,NA
2024,P10,833,NA,NA,33701,NA,28771,NA,NA
2024,P10,834,NA,NA,11007,NA,9949,NA,NA
2024,P10,835,NA,NA,1,NA,4,NA,NA
2024,P10,836,NA,NA,3,NA,17,NA,NA
2024,P10,841,NA,NA,4,NA,12,NA,NA
2024,P10,842,NA,NA,44,NA,66,NA,NA
2024,P10,844,NA,NA,65166,NA,47584,NA,NA
2024,P10,845,NA,NA,0,NA,3,NA,NA
2024,P10,846,NA,NA,2,NA,18,NA,NA
2024,P10,861,NA,NA,186,NA,244,NA,NA
2024,P10,862,NA,NA,140,NA,190,NA,NA
2024,P10,864,NA,NA,63,NA,78,NA,NA
2024,P10,866,NA,NA,7480,NA,8629,NA,NA
2024,P10,867,NA,NA,80746,NA,51418,NA,NA
2024,P10,868,NA,NA,25369,NA,19760,NA,NA
2024,P10,869,NA,NA,0,NA,1,NA,NA
2024,P10,871,NA,NA,51287,NA,28828,NA,NA
2024,P10,872,NA,NA,415,NA,339,NA,NA
2024,P10,873,NA,NA,0,NA,2,NA,NA
2024,P10,877,NA,NA,4457,NA,5392,NA,NA
2024,P10,878,NA,NA,7570,NA,8423,NA,NA
2024,P10,891,NA,NA,287,NA,298,NA,NA
2024,P10,892,NA,NA,0,NA,4,NA,NA
2024,P10,894,NA,NA,289,NA,249,NA,NA
2024,P10,897,NA,NA,133,NA,116,NA,NA
2024,P10,899,NA,NA,44600,NA,33343,NA,NA
2024,P10,913,NA,NA,19,NA,19,NA,NA
2024,P10,914,NA,NA,1020,NA,438,NA,NA
2024,P10,916,NA,NA,1144,NA,316,NA,NA
2024,P10,917,NA,NA,1503,NA,497,NA,NA
2024,P10,918,NA,NA,550,NA,210,NA,NA
2024,P10,919,NA,NA,1232,NA,473,NA,NA
2024,P10,921,NA,NA,79676,NA,31407,NA,NA
2024,P10,922,NA,NA,28780,NA,11645,NA,NA
2024,P10,923,NA,NA,3907,NA,972,NA,NA
2024,P10,924,NA,NA,5734,NA,2597,NA,NA
2024,P10,932,NA,NA,6073,NA,1337,NA,NA
2024,P10,933,NA,NA,16939,NA,4473,NA,NA
2024,P10,934,NA,NA,1567,NA,438,NA,NA
2024,P10,936,NA,NA,11353,NA,2012,NA,NA
2024,P10,937,NA,NA,5315,NA,1267,NA,NA
2024,P10,938,NA,NA,63895,NA,16270,NA,NA
2024,P10,951,NA,NA,53888,NA,23426,NA,NA
2024,P10,953,NA,NA,6348,NA,2758,NA,NA
2024,P10,954,NA,NA,513,NA,337,NA,NA
2024,P10,958,NA,NA,1960,NA,658,NA,NA
2024,P10,961,NA,NA,145192,NA,38583,NA,NA
2024,P10,962,NA,NA,21721,NA,5820,NA,NA
2024,P10,963,NA,NA,7803,NA,2558,NA,NA
2024,P10,964,NA,NA,634,NA,203,NA,NA
2024,P10,965,NA,NA,821,NA,303,NA,NA
2024,P10,966,NA,NA,2308,NA,536,NA,NA
2024,P10,967,NA,NA,17864,NA,4914,NA,NA
2024,P10,968,NA,NA,1778,NA,717,NA,NA
2024,P10,971,NA,NA,14120,NA,6856,NA,NA
2024,P10,972,NA,NA,257,NA,210,NA,NA
2024,P10,981,NA,NA,95884,NA,23206,NA,NA
2024,P10,982,NA,NA,3285,NA,1067,NA,NA
2024,P10,983,NA,NA,41851,NA,10385,NA,NA
2024,P10,984,NA,NA,88921,NA,21211,NA,NA
2024,P10,985,NA,NA,14734,NA,4383,NA,NA
2024,P10,986,NA,NA,7185,NA,2836,NA,NA
2024,P10,987,NA,NA,28280,NA,6417,NA,NA
2024,P10,988,NA,NA,845,NA,270,NA,NA
2024,P10,990,NA,NA,8322,NA,3619,NA,NA
2024,P10,991,NA,NA,6878,NA,2028,NA,NA
2024,P10,992,NA,NA,11,NA,19,NA,NA
2024,P10,993,NA,NA,150763,NA,35151,NA,NA
2024,P10,994,NA,NA,11,NA,9,NA,NA
2024,P10,995,NA,NA,14,NA,19,NA,NA
2024,P10,996,NA,NA,1192,NA,395,NA,NA
2024,P10,997,NA,NA,2009,NA,803,NA,NA
2024,P10,998,NA,NA,223718,NA,48564,NA,NA
2024,P10,999,NA,NA,585160,NA,104247,NA,NA
2024,P11,33,NA,NA,809468,NA,404382,NA,NA
2024,P11,55,NA,NA,5800111,NA,1832311,NA,NA
2024,P11,56,NA,NA,1797719,NA,778274,NA,NA
2024,P11,81,NA,NA,418360,NA,275159,NA,NA
2024,P11,220,NA,NA,27,NA,4696,NA,NA
2024,P11,221,NA,NA,212141,NA,87728,NA,NA
2024,P11,222,NA,NA,341889,NA,111536,NA,NA
2024,P11,223,NA,NA,1722,NA,909,NA,NA
2024,P11,224,NA,NA,164,NA,122,NA,NA
2024,P11,225,NA,NA,6638,NA,2972,NA,NA
2024,P11,226,NA,NA,475,NA,225,NA,NA
2024,P11,227,NA,NA,4907,NA,2324,NA,NA
2024,P11,228,NA,NA,147799,NA,51575,NA,NA
2024,P11,229,NA,NA,233985,NA,86014,NA,NA
2024,P11,231,NA,NA,9392,NA,3788,NA,NA
2024,P11,232,NA,NA,10902,NA,4346,NA,NA
2024,P11,233,NA,NA,19,NA,61,NA,NA
2024,P11,235,NA,NA,324,NA,241,NA,NA
2024,P11,236,NA,NA,11,NA,28,NA,NA
2024,P11,237,NA,NA,22444,NA,7811,NA,NA
2024,P11,238,NA,NA,39090,NA,17154,NA,NA
2024,P11,241,NA,NA,34275,NA,14633,NA,NA
2024,P11,243,NA,NA,3707,NA,2385,NA,NA
2024,P11,244,NA,NA,16209,NA,7874,NA,NA
2024,P11,245,NA,NA,514,NA,270,NA,NA
2024,P11,246,NA,NA,50954,NA,22506,NA,NA
2024,P11,247,NA,NA,8662,NA,3779,NA,NA
2024,P11,248,NA,NA,16690,NA,7510,NA,NA
2024,P11,249,NA,NA,1750,NA,790,NA,NA
2024,P11,271,NA,NA,74660,NA,27645,NA,NA
2024,P11,272,NA,NA,74333,NA,29519,NA,NA
2024,P11,273,NA,NA,1728,NA,993,NA,NA
2024,P11,274,NA,NA,2947,NA,1298,NA,NA
2024,P11,275,NA,NA,2,NA,19,NA,NA
2024,P11,276,NA,NA,626,NA,388,NA,NA
2024,P11,278,NA,NA,1440,NA,772,NA,NA
2024,P11,279,NA,NA,310,NA,194,NA,NA
2024,P11,281,NA,NA,422,NA,221,NA,NA
2024,P11,282,NA,NA,1730,NA,821,NA,NA
2024,P11,283,NA,NA,0,NA,68,NA,NA
2024,P11,284,NA,NA,209,NA,163,NA,NA
2024,P11,285,NA,NA,1305,NA,786,NA,NA
2024,P11,287,NA,NA,7334,NA,3660,NA,NA
2024,P11,288,NA,NA,3075,NA,1512,NA,NA
2024,P11,294,NA,NA,2569,NA,1134,NA,NA
2024,P11,296,NA,NA,2010,NA,959,NA,NA
2024,P11,297,NA,NA,562,NA,367,NA,NA
2024,P11,311,NA,NA,34809,NA,19770,NA,NA
2024,P11,312,NA,NA,38479,NA,26132,NA,NA
2024,P11,313,NA,NA,4637,NA,4048,NA,NA
2024,P11,314,NA,NA,25683,NA,15607,NA,NA
2024,P11,315,NA,NA,1781,NA,1140,NA,NA
2024,P11,317,NA,NA,264,NA,254,NA,NA
2024,P11,319,NA,NA,241,NA,233,NA,NA
2024,P11,321,NA,NA,6,NA,7,NA,NA
2024,P11,322,NA,NA,43536,NA,25687,NA,NA
2024,P11,323,NA,NA,747,NA,560,NA,NA
2024,P11,324,NA,NA,238,NA,152,NA,NA
2024,P11,325,NA,NA,241,NA,169,NA,NA
2024,P11,327,NA,NA,214,NA,191,NA,NA
2024,P11,341,NA,NA,11692,NA,7062,NA,NA
2024,P11,342,NA,NA,178,NA,156,NA,NA
2024,P11,343,NA,NA,0,NA,2,NA,NA
2024,P11,344,NA,NA,0,NA,2,NA,NA
2024,P11,346,NA,NA,10,NA,7,NA,NA
2024,P11,347,NA,NA,202,NA,172,NA,NA
2024,P11,348,NA,NA,13514,NA,7693,NA,NA
2024,P11,351,NA,NA,12478,NA,9002,NA,NA
2024,P11,352,NA,NA,8120,NA,5048,NA,NA
2024,P11,353,NA,NA,2585,NA,2019,NA,NA
2024,P11,354,NA,NA,1357,NA,914,NA,NA
2024,P11,356,NA,NA,1,NA,4,NA,NA
2024,P11,358,NA,NA,24,NA,10,NA,NA
2024,P11,373,NA,NA,452,NA,162,NA,NA
2024,P11,374,NA,NA,781,NA,450,NA,NA
2024,P11,375,NA,NA,1276,NA,1191,NA,NA
2024,P11,376,NA,NA,57,NA,42,NA,NA
2024,P11,378,NA,NA,9065,NA,6003,NA,NA
2024,P11,384,NA,NA,379,NA,247,NA,NA
2024,P11,386,NA,NA,74,NA,108,NA,NA
2024,P11,387,NA,NA,0,NA,2,NA,NA
2024,P11,388,NA,NA,13,NA,13,NA,NA
2024,P11,389,NA,NA,86,NA,76,NA,NA
2024,P11,391,NA,NA,167,NA,134,NA,NA
2024,P11,392,NA,NA,5796,NA,3408,NA,NA
2024,P11,393,NA,NA,2144,NA,1709,NA,NA
2024,P11,395,NA,NA,1031,NA,1415,NA,NA
2024,P11,411,NA,NA,5172,NA,2907,NA,NA
2024,P11,412,NA,NA,2129,NA,1003,NA,NA
2024,P11,413,NA,NA,1040,NA,628,NA,NA
2024,P11,414,NA,NA,2847,NA,1807,NA,NA
2024,P11,415,NA,NA,23469,NA,11687,NA,NA
2024,P11,417,NA,NA,1601,NA,909,NA,NA
2024,P11,418,NA,NA,13748,NA,6297,NA,NA
2024,P11,419,NA,NA,1856,NA,962,NA,NA
2024,P11,421,NA,NA,24,NA,38,NA,NA
2024,P11,425,NA,NA,647,NA,552,NA,NA
2024,P11,427,NA,NA,27687,NA,14164,NA,NA
2024,P11,428,NA,NA,832,NA,425,NA,NA
2024,P11,429,NA,NA,1827,NA,932,NA,NA
2024,P11,431,NA,NA,223,NA,236,NA,NA
2024,P11,432,NA,NA,489,NA,361,NA,NA
2024,P11,433,NA,NA,140,NA,141,NA,NA
2024,P11,434,NA,NA,2982,NA,2553,NA,NA
2024,P11,435,NA,NA,0,NA,7,NA,NA
2024,P11,436,NA,NA,338,NA,272,NA,NA
2024,P11,437,NA,NA,0,NA,10,NA,NA
2024,P11,438,NA,NA,4,NA,10,NA,NA
2024,P11,440,NA,NA,838,NA,776,NA,NA
2024,P11,441,NA,NA,2216,NA,1472,NA,NA
2024,P11,442,NA,NA,272381,NA,109377,NA,NA
2024,P11,443,NA,NA,78021,NA,47289,NA,NA
2024,P11,444,NA,NA,209665,NA,97546,NA,NA
2024,P11,445,NA,NA,2017,NA,807,NA,NA
2024,P11,446,NA,NA,19655,NA,16270,NA,NA
2024,P11,447,NA,NA,470,NA,352,NA,NA
2024,P11,448,NA,NA,4844,NA,4880,NA,NA
2024,P11,449,NA,NA,142580,NA,79740,NA,NA
2024,P11,451,NA,NA,1,NA,4,NA,NA
2024,P11,452,NA,NA,17957,NA,12141,NA,NA
2024,P11,453,NA,NA,2171,NA,1440,NA,NA
2024,P11,454,NA,NA,0,NA,1,NA,NA
2024,P11,456,NA,NA,5195,NA,2518,NA,NA
2024,P11,457,NA,NA,4,NA,17,NA,NA
2024,P11,458,NA,NA,744,NA,584,NA,NA
2024,P11,459,NA,NA,0,NA,19,NA,NA
2024,P11,461,NA,NA,89916,NA,35785,NA,NA
2024,P11,462,NA,NA,89001,NA,38738,NA,NA
2024,P11,463,NA,NA,0,NA,6,NA,NA
2024,P11,464,NA,NA,43932,NA,20663,NA,NA
2024,P11,465,NA,NA,2287,NA,1810,NA,NA
2024,P11,466,NA,NA,1139,NA,576,NA,NA
2024,P11,467,NA,NA,0,NA,11,NA,NA
2024,P11,468,NA,NA,2103,NA,973,NA,NA
2024,P11,469,NA,NA,2450,NA,1209,NA,NA
