C601,C602,C003,C006,C101,C102,C103,R001-0501
2024,P12,P211430001,xxx,P108,P01,P01,76
2024,P12,P211480001,xxx,P108,P01,P01,56
2024,P12,P211490001,xxx,P108,P01,P01,13
2024,P12,P211560001,xxx,P108,P01,P01,333
2024,P12,P211610001,xxx,P108,P01,P01,4
2024,P12,P211630001,xxx,P108,P01,P01,10
2024,P12,P211750001,xxx,P108,P01,P01,14
2024,P12,P211800001,xxx,P108,P01,P01,259
2024,P12,P211810001,xxx,P108,P01,P01,56
2024,P12,P211880001,xxx,P108,P01,P01,15
2024,P12,P211940001,xxx,P108,P01,P01,241
2024,P12,P220010001,xxx,P108,P01,P01,26
2024,P12,P220040001,xxx,P108,P01,P01,341
2024,P12,P220050001,xxx,P108,P01,P01,88
2024,P12,P220060001,xxx,P108,P01,P01,204
2024,P12,P220110001,xxx,P108,P01,P01,648
2024,P12,P220070001,xxx,P108,P01,P01,64
2024,P12,P220080001,xxx,P108,P01,P01,138
2024,P12,P220120001,xxx,P108,P01,P01,180
2024,P12,P220140001,xxx,P108,P01,P01,1102
2024,P12,P220150001,xxx,P108,P01,P01,1
2024,P12,P220160001,xxx,P108,P01,P01,1109
2024,P12,P220170001,xxx,P108,P01,P01,354
2024,P12,P230050001,xxx,P108,P01,P01,4275
2024,P12,P230010001,xxx,P108,P01,P01,122
2024,P12,P230030001,xxx,P108,P01,P01,141
2024,P12,P230070001,xxx,P108,P01,P01,6
2024,P12,P230040001,xxx,P108,P01,P01,1625
2024,P12,P230080001,xxx,P108,P01,P01,4358
2024,P12,P230090001,xxx,P108,P01,P01,578
2024,P12,P240040001,xxx,P108,P01,P01,5
2024,P12,P240070001,xxx,P108,P01,P01,2
2024,P12,P240090001,xxx,P108,P01,P01,54
2024,P12,P240210001,xxx,P108,P01,P01,589
2024,P12,P240280001,xxx,P108,P01,P01,2279
2024,P12,P240350001,xxx,P108,P01,P01,942
2024,P12,P240500001,xxx,P108,P01,P01,3
2024,P12,P240540001,xxx,P108,P01,P01,1
2024,P12,P240550001,xxx,P108,P01,P01,9
2024,P12,P250010001,xxx,P108,P01,P01,375
2024,P12,P250060001,xxx,P108,P01,P01,3766
2024,P12,P250100001,xxx,P108,P01,P01,71
2024,P12,P250110001,xxx,P108,P01,P01,36
2024,P12,P250120001,xxx,P108,P01,P01,1245
2024,P12,P250130001,xxx,P108,P01,P01,15
2024,P12,P250180001,xxx,P108,P01,P01,258
2024,P12,P250150001,xxx,P108,P01,P01,13
2024,P12,P250170001,xxx,P108,P01,P01,20
2024,P12,P260710001,xxx,P108,P01,P01,1
2024,P12,P260120001,xxx,P108,P01,P01,36
2024,P12,P260180001,xxx,P108,P01,P01,422
2024,P12,P260200001,xxx,P108,P01,P01,1
2024,P12,P260250001,xxx,P108,P01,P01,228
2024,P12,P260260001,xxx,P108,P01,P01,103
2024,P12,P260290001,xxx,P108,P01,P01,1054
2024,P12,P260300001,xxx,P108,P01,P01,1137
2024,P12,P260330001,xxx,P108,P01,P01,42
2024,P12,P260420001,xxx,P108,P01,P01,126
2024,P12,P260480001,xxx,P108,P01,P01,4
2024,P12,P260500001,xxx,P108,P01,P01,2
2024,P12,P260720001,xxx,P108,P01,P01,8
2024,P12,P270030001,xxx,P108,P01,P01,2
2024,P12,P270040001,xxx,P108,P01,P01,4422
2024,P12,P270050001,xxx,P108,P01,P01,5
2024,P12,P270060001,xxx,P108,P01,P01,44
2024,P12,P270020001,xxx,P108,P01,P01,308
2024,P12,P270080001,xxx,P108,P01,P01,1586
2024,P12,P270090001,xxx,P108,P01,P01,4
2024,P12,P270100001,xxx,P108,P01,P01,27
2024,P12,P270120001,xxx,P108,P01,P01,347
2024,P12,P270130001,xxx,P108,P01,P01,767
2024,P12,P280010001,xxx,P108,P01,P01,66
2024,P12,P280020001,xxx,P108,P01,P01,99
2024,P12,P280030001,xxx,P108,P01,P01,561
2024,P12,P280080001,xxx,P108,P01,P01,1
2024,P12,P280090001,xxx,P108,P01,P01,400
2024,P12,P280210001,xxx,P108,P01,P01,114
2024,P12,P280120001,xxx,P108,P01,P01,227
2024,P12,P280110001,xxx,P108,P01,P01,13
2024,P12,P280160001,xxx,P108,P01,P01,32
2024,P12,P280180001,xxx,P108,P01,P01,3
2024,P12,P280190001,xxx,P108,P01,P01,32
2024,P12,P280200001,xxx,P108,P01,P01,8
2024,P12,P280300001,xxx,P108,P01,P01,108
2024,P12,P280370001,xxx,P108,P01,P01,12
2024,P12,P280380001,xxx,P108,P01,P01,414
2024,P12,P280410001,xxx,P108,P01,P01,84
2024,P12,P280420001,xxx,P108,P01,P01,6
2024,P12,P280430001,xxx,P108,P01,P01,23
2024,P12,P290030001,xxx,P108,P01,P01,1
2024,P12,P290040001,xxx,P108,P01,P01,12
2024,P12,P290060001,xxx,P108,P01,P01,7
2024,P12,P290080001,xxx,P108,P01,P01,5
2024,P12,P290120001,xxx,P108,P01,P01,14
2024,P12,P290130001,xxx,P108,P01,P01,27
2024,P12,P290140001,xxx,P108,P01,P01,21
2024,P12,P290150001,xxx,P108,P01,P01,42
2024,P12,P290160001,xxx,P108,P01,P01,11
2024,P12,P290110001,xxx,P108,P01,P01,28
2024,P12,P290230001,xxx,P108,P01,P01,49
2024,P12,P290410001,xxx,P108,P01,P01,22
2024,P12,P290550001,xxx,P108,P01,P01,26
2024,P12,P290250001,xxx,P108,P01,P01,59
2024,P12,P290200001,xxx,P108,P01,P01,20
2024,P12,P290580001,xxx,P108,P01,P01,2
2024,P12,P290270001,xxx,P108,P01,P01,16
2024,P12,P290190001,xxx,P108,P01,P01,13
2024,P12,P290310001,xxx,P108,P01,P01,3
2024,P12,P290320001,xxx,P108,P01,P01,1
2024,P12,P290340001,xxx,P108,P01,P01,106
2024,P12,P290400001,xxx,P108,P01,P01,114
2024,P12,P290420001,xxx,P108,P01,P01,3
2024,P12,P300010001,xxx,P108,P01,P01,10
2024,P12,P300030001,xxx,P108,P01,P01,98
2024,P12,P300040001,xxx,P108,P01,P01,12
2024,P12,P300050001,xxx,P108,P01,P01,1
2024,P12,P302040001,xxx,P108,P01,P01,7
2024,P12,P300110001,xxx,P108,P01,P01,101
2024,P12,P300140001,xxx,P108,P01,P01,41
2024,P12,P300150001,xxx,P108,P01,P01,14
2024,P12,P300260001,xxx,P108,P01,P01,65
2024,P12,P300280001,xxx,P108,P01,P01,453
2024,P12,P300070001,xxx,P108,P01,P01,219
2024,P12,P300310001,xxx,P108,P01,P01,9
2024,P12,P300320001,xxx,P108,P01,P01,457
2024,P12,P300330001,xxx,P108,P01,P01,40
2024,P12,P300340001,xxx,P108,P01,P01,646
2024,P12,P300580001,xxx,P108,P01,P01,1
2024,P12,P300590001,xxx,P108,P01,P01,53
2024,P12,P300640001,xxx,P108,P01,P01,2
2024,P12,P300380001,xxx,P108,P01,P01,121
2024,P12,P300390001,xxx,P108,P01,P01,425
2024,P12,P300400001,xxx,P108,P01,P01,80
2024,P12,P300460001,xxx,P108,P01,P01,12
2024,P12,P300480001,xxx,P108,P01,P01,476
2024,P12,P300490001,xxx,P108,P01,P01,296
2024,P12,P300510001,xxx,P108,P01,P01,113
2024,P12,P300440001,xxx,P108,P01,P01,241
2024,P12,P302050001,xxx,P108,P01,P01,1
2024,P12,P300650001,xxx,P108,P01,P01,103
2024,P12,P300660001,xxx,P108,P01,P01,12
2024,P12,P300680001,xxx,P108,P01,P01,23
2024,P12,P300690001,xxx,P108,P01,P01,186
2024,P12,P300730001,xxx,P108,P01,P01,51
2024,P12,P300740001,xxx,P108,P01,P01,7
2024,P12,P300750001,xxx,P108,P01,P01,15
2024,P12,P300810001,xxx,P108,P01,P01,16
2024,P12,P300820001,xxx,P108,P01,P01,18
2024,P12,P300850001,xxx,P108,P01,P01,48
2024,P12,P300900001,xxx,P108,P01,P01,156
2024,P12,P300930001,xxx,P108,P01,P01,37
2024,P12,P300160001,xxx,P108,P01,P01,138
2024,P12,P300610001,xxx,P108,P01,P01,6
2024,P12,P300970001,xxx,P108,P01,P01,13
2024,P12,P301000001,xxx,P108,P01,P01,112
2024,P12,P301010001,xxx,P108,P01,P01,3
2024,P12,P301030001,xxx,P108,P01,P01,30
2024,P12,P301040001,xxx,P108,P01,P01,4
2024,P12,P301080001,xxx,P108,P01,P01,816
2024,P12,P301090001,xxx,P108,P01,P01,22
2024,P12,P301110001,xxx,P108,P01,P01,8
2024,P12,P302060001,xxx,P108,P01,P01,2
2024,P12,P301120001,xxx,P108,P01,P01,20
2024,P12,P301150001,xxx,P108,P01,P01,10
2024,P12,P301160001,xxx,P108,P01,P01,1
2024,P12,P301170001,xxx,P108,P01,P01,7
2024,P12,P301180001,xxx,P108,P01,P01,117
2024,P12,P301200001,xxx,P108,P01,P01,5
2024,P12,P301210001,xxx,P108,P01,P01,8
2024,P12,P301220001,xxx,P108,P01,P01,11
2024,P12,P301240001,xxx,P108,P01,P01,1064
2024,P12,P301260001,xxx,P108,P01,P01,66
2024,P12,P301250001,xxx,P108,P01,P01,93
2024,P12,P301290001,xxx,P108,P01,P01,444
2024,P12,P301310001,xxx,P108,P01,P01,242
2024,P12,P301330001,xxx,P108,P01,P01,144
2024,P12,P301340001,xxx,P108,P01,P01,183
2024,P12,P301230001,xxx,P108,P01,P01,514
2024,P12,P301350001,xxx,P108,P01,P01,31
2024,P12,P301380001,xxx,P108,P01,P01,3
2024,P12,P301390001,xxx,P108,P01,P01,86
2024,P12,P301410001,xxx,P108,P01,P01,506
2024,P12,P301420001,xxx,P108,P01,P01,1
2024,P12,P301430001,xxx,P108,P01,P01,382
2024,P12,P301440001,xxx,P108,P01,P01,2
2024,P12,P301450001,xxx,P108,P01,P01,6
2024,P12,P301480001,xxx,P108,P01,P01,71
2024,P12,P301490001,xxx,P108,P01,P01,178
2024,P12,P301520001,xxx,P108,P01,P01,5
2024,P12,P301530001,xxx,P108,P01,P01,4
2024,P12,P301550001,xxx,P108,P01,P01,1136
2024,P12,P302090001,xxx,P108,P01,P01,7
2024,P12,P301640001,xxx,P108,P01,P01,31
2024,P12,P301670001,xxx,P108,P01,P01,324
2024,P12,P301750001,xxx,P108,P01,P01,950
2024,P12,P301780001,xxx,P108,P01,P01,113
2024,P12,P301810001,xxx,P108,P01,P01,59
2024,P12,P301820001,xxx,P108,P01,P01,3
2024,P12,P300240001,xxx,P108,P01,P01,22
2024,P12,P301890001,xxx,P108,P01,P01,181
2024,P12,P301930001,xxx,P108,P01,P01,2873
2024,P12,P300870001,xxx,P108,P01,P01,374
2024,P12,P301970001,xxx,P108,P01,P01,3
2024,P12,P301990001,xxx,P108,P01,P01,69
2024,P12,P301600001,xxx,P108,P01,P01,5
2024,P12,P310020001,xxx,P108,P01,P01,10
2024,P12,P310040001,xxx,P108,P01,P01,4
2024,P12,P310050001,xxx,P108,P01,P01,1
2024,P12,P310060001,xxx,P108,P01,P01,2
2024,P12,P310070001,xxx,P108,P01,P01,1
2024,P12,P310080001,xxx,P108,P01,P01,38
2024,P12,P310160001,xxx,P108,P01,P01,24
2024,P12,P310190001,xxx,P108,P01,P01,36
2024,P12,P310210001,xxx,P108,P01,P01,6
2024,P12,P310230001,xxx,P108,P01,P01,6
2024,P12,P310130001,xxx,P108,P01,P01,33
2024,P12,P310140001,xxx,P108,P01,P01,3
2024,P12,P310150001,xxx,P108,P01,P01,1
2024,P12,P310260001,xxx,P108,P01,P01,1
2024,P12,P310300001,xxx,P108,P01,P01,39
2024,P12,P310310001,xxx,P108,P01,P01,1
2024,P12,P310320001,xxx,P108,P01,P01,93
2024,P12,P310360001,xxx,P108,P01,P01,2
2024,P12,P310400001,xxx,P108,P01,P01,4
2024,P12,P310410001,xxx,P108,P01,P01,785
2024,P12,P310430001,xxx,P108,P01,P01,14
2024,P12,P310440001,xxx,P108,P01,P01,2
2024,P12,P310450001,xxx,P108,P01,P01,22
2024,P12,P310480001,xxx,P108,P01,P01,22
2024,P12,P310490001,xxx,P108,P01,P01,6
2024,P12,P310520001,xxx,P108,P01,P01,33
2024,P12,P310540001,xxx,P108,P01,P01,5
2024,P12,P310500001,xxx,P108,P01,P01,2784
2024,P12,P310570001,xxx,P108,P01,P01,3
2024,P12,P310580001,xxx,P108,P01,P01,110
2024,P12,P310590001,xxx,P108,P01,P01,322
2024,P12,P310670001,xxx,P108,P01,P01,8
2024,P12,P310700001,xxx,P108,P01,P01,47
2024,P12,P310710001,xxx,P108,P01,P01,1
2024,P12,P310730001,xxx,P108,P01,P01,3
2024,P12,P310740001,xxx,P108,P01,P01,4
2024,P12,P310750001,xxx,P108,P01,P01,3
2024,P12,P310760001,xxx,P108,P01,P01,1
2024,P12,P310770001,xxx,P108,P01,P01,1
2024,P12,P310780001,xxx,P108,P01,P01,4
2024,P12,P310790001,xxx,P108,P01,P01,3
2024,P12,P310850001,xxx,P108,P01,P01,73
2024,P12,P310860001,xxx,P108,P01,P01,1
2024,P12,P310880001,xxx,P108,P01,P01,7
2024,P12,P310900001,xxx,P108,P01,P01,1
2024,P12,P310910001,xxx,P108,P01,P01,16
2024,P12,P310920001,xxx,P108,P01,P01,3
2024,P12,P310930001,xxx,P108,P01,P01,66
2024,P12,P310940001,xxx,P108,P01,P01,8
2024,P12,P310950001,xxx,P108,P01,P01,36
2024,P12,P310960001,xxx,P108,P01,P01,243
2024,P12,P310970001,xxx,P108,P01,P01,4
2024,P12,P310980001,xxx,P108,P01,P01,53
2024,P12,P310990001,xxx,P108,P01,P01,9
2024,P12,P311000001,xxx,P108,P01,P01,2
2024,P12,P311010001,xxx,P108,P01,P01,191
2024,P12,P311020001,xxx,P108,P01,P01,63
2024,P12,P311040001,xxx,P108,P01,P01,43
2024,P12,P311050001,xxx,P108,P01,P01,2
2024,P12,P320100001,xxx,P108,P01,P01,3
2024,P12,P320200001,xxx,P108,P01,P01,2
2024,P12,P320520001,xxx,P108,P01,P01,1
2024,P12,P320510001,xxx,P108,P01,P01,1
2024,P12,P320560001,xxx,P108,P01,P01,2
2024,P12,xxx,xxx,P108,P01,P01,16525
2024,P12,xxx,xxx,P104,P01,P01,3212
2024,P12,xxx,xxx,P111,P01,P01,7064
